"PWGTP","ESR","MAR","MIG","SEX","SCH","SCHG","SCHL","AGEP","HINCP","PINCP"
59,1,1,1,2,1,0,20,43,99200,45800
95,6,1,1,1,1,0,1,68,38800,36400
71,1,5,1,1,1,0,16,32,40000,30000
23,6,5,3,2,1,0,1,64,-60000,12000
266,6,5,1,1,1,0,16,28,0,0
124,1,1,1,2,1,0,19,60,174300,70000
580,1,5,1,2,2,14,16,18,130000,15600
132,0,5,1,2,2,9,9,12,172500,-19999
41,6,1,1,2,1,0,21,74,77550,39250
45,1,1,1,2,1,0,19,56,197000,52000
53,6,3,1,2,1,0,20,63,1400,1400
143,3,5,1,1,1,0,21,26,38600,9000
81,6,1,1,2,2,16,21,40,529000,0
33,6,2,1,1,1,0,1,95,0,0
56,6,1,1,2,1,0,21,40,579000,5000
109,1,3,1,1,1,0,16,64,55000,55000
19,0,5,1,2,2,12,12,15,125080,80
49,6,2,1,1,1,0,18,77,60200,40200
94,6,1,1,2,1,0,22,75,95000,30000
32,1,1,1,2,1,0,20,67,185280,21240
34,1,1,1,2,1,0,20,44,94100,34100
53,1,5,1,2,1,0,19,36,172000,72000
38,1,5,3,1,2,15,16,20,12000,10000
249,6,5,1,1,1,0,16,27,133000,11000
10,6,1,1,2,1,0,16,69,85400,17400
52,1,1,1,2,1,0,22,52,96000,24000
55,1,1,1,1,1,0,22,79,192300,133500
77,1,3,1,1,1,0,18,57,148000,78000
56,0,5,1,1,0,0,0,1,234000,-19999
92,1,1,3,1,1,0,21,30,188100,175100
230,1,1,1,1,2,16,22,38,194100,36000
51,1,5,1,2,1,0,14,47,194600,41600
38,6,1,1,2,1,0,16,74,11000,9600
18,6,1,1,1,1,0,16,55,19700,14400
56,1,3,1,1,1,0,14,65,59800,37300
172,1,5,3,2,1,0,21,23,95000,65000
52,6,1,1,2,1,0,21,77,77620,22320
97,0,5,1,2,2,12,12,15,240000,0
92,0,5,1,1,2,8,9,13,140000,-19999
25,0,5,1,2,2,4,5,8,84000,-19999
304,1,5,3,1,2,15,19,19,12100,6100
54,1,1,1,1,1,0,22,68,148000,112000
33,6,1,1,1,1,0,11,84,51500,22100
100,2,1,1,1,1,0,18,54,78000,10000
159,6,5,1,2,2,14,14,17,144300,0
42,6,1,1,2,1,0,13,79,37400,1400
27,6,1,1,2,1,0,19,80,44540,12900
56,1,3,1,2,1,0,16,62,39900,39900
95,6,1,3,1,1,0,21,80,33500,22300
113,1,1,1,2,1,0,19,39,202000,52000
25,1,1,1,2,1,0,16,45,78600,49000
93,1,4,1,2,1,0,23,50,160200,91000
64,1,1,1,2,1,0,22,45,125000,82000
36,6,3,1,2,1,0,16,63,11000,11000
206,1,5,1,2,2,16,22,27,35000,35000
55,1,3,1,1,1,0,1,62,71000,51000
69,1,1,1,2,1,0,22,56,186000,65000
7,1,5,1,2,2,15,19,20,-60000,9700
56,1,1,1,1,1,0,21,61,95200,70000
13,3,3,1,2,1,0,19,62,-60000,25900
87,1,1,1,1,1,0,19,62,233000,125000
74,2,1,1,2,2,16,22,24,77000,30000
98,1,1,1,1,1,0,21,40,107000,104000
35,2,5,1,1,1,0,16,21,-60000,7000
124,1,1,3,1,1,0,21,33,163500,75000
121,6,1,1,2,1,0,21,72,124500,58000
279,6,1,1,2,1,0,23,85,15100,12600
83,0,5,1,1,2,6,7,9,52400,-19999
85,0,5,1,2,2,8,9,12,67000,-19999
45,6,1,1,1,1,0,17,82,34800,21300
64,1,1,1,1,1,0,24,40,100000,100000
263,1,5,1,1,1,0,16,44,38000,16000
6,6,5,1,1,2,15,19,34,-60000,0
88,1,1,1,2,1,0,21,52,172100,105000
110,1,5,1,1,1,0,21,32,126000,126000
118,1,1,1,1,1,0,21,59,80000,80000
6,6,5,1,1,1,0,16,54,-60000,11000
18,1,1,1,2,1,0,16,54,80000,35000
18,6,1,1,1,1,0,17,50,-60000,0
61,1,4,3,1,1,0,19,68,134000,79000
80,1,5,3,1,1,0,15,57,-60000,5000
51,1,1,1,2,1,0,21,33,292700,110000
178,1,1,1,1,1,0,23,55,410000,384000
59,1,5,3,2,1,0,20,23,382630,15000
51,6,5,1,2,2,13,13,17,104000,0
68,6,5,1,2,2,15,20,22,18800,8000
95,6,1,1,1,1,0,19,74,59500,18900
117,1,3,3,1,1,0,18,32,104000,34000
126,0,5,1,2,0,0,0,2,45100,-19999
65,1,5,1,1,1,0,16,32,117600,22000
57,6,1,1,1,1,0,22,82,54600,30800
249,3,5,1,1,2,14,14,18,60000,0
26,1,5,1,2,2,15,19,18,-60000,1000
9,1,3,1,1,1,0,12,38,40000,38000
43,1,5,1,2,1,0,19,30,20200,20200
63,1,5,3,2,2,16,21,22,310000,40000
34,1,3,1,1,1,0,21,52,506500,506500
77,1,1,1,1,1,0,16,53,70000,70000
169,1,1,1,2,1,0,14,54,13500,12000
265,1,5,1,1,1,0,16,33,99610,580
180,6,3,1,1,1,0,16,69,95600,32400
85,0,5,1,2,0,0,0,1,276000,-19999
106,1,1,1,2,1,0,21,55,87600,42200
140,6,5,1,2,1,0,16,66,17560,17560
34,1,1,3,1,1,0,20,44,110000,80000
61,1,5,1,1,1,0,15,21,119650,36000
111,1,1,1,1,1,0,16,35,89700,76000
59,6,1,1,2,1,0,21,68,409700,36000
22,1,5,1,1,1,0,19,51,-60000,22200
59,1,1,1,1,1,0,22,46,176000,66000
70,1,1,1,1,1,0,20,32,80600,80000
241,1,1,1,2,1,0,16,19,98900,12000
269,6,5,3,1,1,0,15,29,50000,0
64,6,1,1,1,1,0,21,70,72200,55100
124,1,5,1,1,2,15,19,20,48800,16800
73,1,5,1,1,1,0,22,67,100000,100000
48,6,1,1,2,1,0,21,66,109400,16400
69,1,5,1,1,1,0,16,20,159600,36000
133,1,5,1,1,1,0,21,39,107700,82000
10,1,1,1,1,1,0,21,51,216000,111000
51,1,1,1,1,1,0,19,40,82700,70000
60,6,2,1,2,1,0,16,71,49800,11000
465,0,5,0,2,0,0,0,0,92000,-19999
23,1,3,1,1,1,0,16,48,52000,52000
65,1,5,3,1,1,0,22,52,330000,330000
91,1,5,3,2,1,0,21,25,98000,6000
55,0,5,1,1,2,10,10,14,173800,-19999
245,6,1,1,2,1,0,16,66,58400,6000
93,6,5,1,2,1,0,16,24,60000,0
13,6,1,1,2,1,0,23,67,300000,0
344,3,5,1,1,1,0,22,26,185000,0
200,0,5,1,1,2,7,8,11,50000,-19999
44,6,3,1,2,1,0,16,82,97800,21600
81,6,1,1,1,1,0,18,89,28000,12700
90,0,5,0,1,0,0,0,0,65000,-19999
113,1,1,1,2,1,0,22,47,270000,140000
78,0,5,1,2,3,1,2,3,54100,-19999
59,6,2,1,1,1,0,19,79,-60000,24000
510,0,5,1,1,1,0,1,3,0,-19999
26,1,1,1,2,1,0,20,46,250000,50000
18,0,5,1,2,2,8,8,11,75000,-19999
114,0,5,1,1,2,3,4,7,68000,-19999
55,1,5,1,1,1,0,22,60,68000,68000
26,1,5,1,1,2,13,13,17,52000,5000
14,1,5,1,2,2,16,22,33,103300,58000
119,1,5,3,2,1,0,21,28,147000,44000
28,0,5,1,2,0,0,0,2,70000,-19999
160,1,5,1,1,1,0,16,28,70000,70000
44,1,5,1,2,1,0,23,37,367000,125000
52,3,5,1,2,2,15,19,19,-60000,2000
171,1,1,1,1,1,0,21,60,268400,180000
90,1,5,1,2,1,0,16,30,66200,12000
108,6,3,1,2,1,0,18,70,17600,17600
142,1,5,3,2,2,15,18,19,-60000,4000
264,0,5,3,1,2,10,10,14,310000,-19999
18,6,1,1,1,1,0,16,78,-60000,21000
26,6,1,1,1,1,0,19,68,230800,30800
128,0,5,1,1,2,1,2,3,138000,-19999
105,6,1,1,2,1,0,21,43,110600,0
61,6,2,3,2,1,0,21,83,61600,61600
91,6,1,1,2,1,0,16,28,103700,0
128,0,5,3,2,2,3,4,7,103000,-19999
357,6,5,1,2,2,12,12,17,12000,0
108,6,2,1,1,1,0,20,84,63400,63400
25,1,1,1,2,1,0,19,41,100000,50000
91,1,5,1,1,1,0,17,39,90000,45000
43,6,1,1,1,1,0,16,86,83400,67400
80,1,1,1,2,1,0,20,47,120000,35000
69,1,3,1,2,1,0,9,66,103200,33200
107,0,5,1,1,3,4,4,8,150000,-19999
79,0,5,1,1,2,3,4,6,47000,-19999
71,0,5,1,1,2,6,7,10,210000,-19999
72,1,3,1,2,1,0,16,31,62900,8100
278,1,1,1,1,1,0,9,49,39000,32000
20,6,1,1,2,1,0,19,83,58000,11300
76,1,1,1,1,1,0,16,34,77000,41000
118,6,1,1,2,1,0,18,79,39800,9800
33,1,5,1,1,1,0,18,50,57000,22000
48,1,5,1,1,1,0,11,50,76900,51000
122,1,1,1,1,1,0,9,40,76000,28000
86,6,2,1,2,1,0,19,84,136900,136900
54,6,3,1,1,1,0,19,63,13000,13000
249,4,4,1,2,1,0,23,59,72000,72000
14,0,5,1,2,3,6,7,9,75800,-19999
107,6,5,3,2,2,15,16,18,-60000,3000
41,6,1,1,1,1,0,21,70,153300,64400
87,6,2,1,2,1,0,18,72,1400,1400
43,1,1,1,2,1,0,21,48,191000,94000
110,6,1,3,1,2,16,24,24,50000,0
192,6,1,1,2,1,0,18,26,128600,30000
365,6,2,1,2,1,0,11,86,13200,13200
118,1,5,3,1,1,0,21,32,7000,7000
50,0,5,1,2,2,12,12,15,123000,0
47,6,1,1,1,1,0,21,81,201000,179000
42,1,1,1,1,2,14,18,57,46700,19200
274,6,1,1,1,1,0,16,56,132100,28000
69,6,2,1,2,1,0,20,90,30300,2000
56,1,1,3,1,1,0,21,46,494000,320000
23,0,5,1,1,0,0,0,1,26200,-19999
47,6,1,1,1,1,0,11,54,50200,29200
631,0,5,1,1,2,11,12,15,8000,0
59,1,5,1,2,1,0,18,37,38500,20500
66,0,5,1,2,2,3,4,7,180000,-19999
83,2,1,1,1,1,0,21,25,34200,25000
141,1,5,1,1,1,0,18,29,97800,24000
107,0,5,1,2,2,7,7,10,47300,-19999
51,0,5,0,2,0,0,0,0,118000,-19999
43,6,3,1,2,1,0,20,84,62000,62000
65,6,1,1,2,1,0,16,67,67000,12000
305,6,5,3,2,1,0,16,39,202000,0
55,0,5,1,2,2,10,10,13,122500,-19999
11,1,1,3,1,1,0,19,25,196000,38000
92,1,5,3,1,1,0,16,29,33000,3000
20,6,1,1,2,1,0,21,85,73500,37500
30,1,5,3,1,1,0,18,22,55700,25000
52,1,1,1,1,1,0,16,58,90000,40000
84,6,1,1,2,1,0,19,58,182240,1600
16,1,1,1,1,1,0,16,39,584000,514000
233,1,1,1,1,1,0,20,56,114000,75000
5,6,5,1,1,1,0,16,43,52100,0
80,0,5,1,1,2,3,3,6,73000,-19999
78,1,5,1,1,1,0,22,32,125000,125000
24,6,1,1,1,1,0,16,65,48000,48000
137,1,5,1,1,1,0,16,27,130000,50000
83,1,1,1,1,1,0,16,58,170000,60000
202,1,5,1,2,1,0,21,24,85000,85000
18,1,1,3,1,1,0,17,49,-60000,26400
53,1,1,1,1,1,0,20,72,151000,67000
192,1,5,3,2,1,0,19,22,146000,45000
166,1,5,1,2,1,0,21,25,118000,118000
67,6,5,1,1,3,15,18,18,-60000,500
82,1,1,1,1,1,0,20,54,241000,60000
323,1,3,1,2,1,0,16,35,65000,65000
19,6,2,1,1,1,0,21,86,-60000,41700
60,6,1,1,1,1,0,16,25,8200,6300
19,6,1,3,2,1,0,16,79,-60000,15900
13,0,5,1,1,2,3,3,6,75000,-19999
65,1,1,1,1,1,0,22,47,76000,76000
270,1,3,1,2,1,0,21,50,120000,28000
63,6,1,1,1,1,0,16,68,14500,2500
58,6,3,2,2,1,0,16,66,64200,12200
53,1,1,1,1,1,0,21,41,131000,83000
449,6,5,3,1,1,0,19,25,45000,0
25,1,1,1,2,1,0,16,60,70000,16000
80,6,5,1,1,2,15,19,20,279900,0
60,6,5,1,1,2,13,14,19,128000,0
14,1,5,1,1,1,0,16,42,88400,20500
44,6,1,1,2,1,0,19,68,62750,38750
87,1,5,1,1,1,0,16,34,70000,30000
29,3,5,3,2,2,15,21,23,20000,5000
37,6,3,3,2,1,0,17,75,1800,1800
37,1,5,1,2,1,0,21,31,70000,70000
236,6,2,1,2,1,0,11,76,17500,17500
100,1,1,1,2,1,0,19,38,202000,52000
217,1,2,1,2,1,0,16,64,51000,51000
46,1,1,1,2,1,0,16,24,74000,14000
22,1,5,1,2,2,15,19,21,-60000,4000
219,1,1,1,2,1,0,18,37,65400,40600
62,6,1,1,2,1,0,1,25,339700,1300
47,1,5,1,1,1,0,21,27,290000,80000
78,1,1,1,2,1,0,21,59,455000,429000
59,6,1,1,2,2,15,21,78,14600,2600
126,1,1,1,2,1,0,20,51,196080,45000
84,0,5,1,2,2,6,6,9,39200,-19999
18,1,2,1,2,1,0,18,70,76000,76000
71,6,5,3,1,3,15,18,18,-60000,3500
59,1,1,1,2,1,0,21,37,390700,140700
9,0,5,1,1,2,3,4,6,20000,-19999
172,6,1,1,2,1,0,21,55,114200,30100
31,1,1,3,1,1,0,21,32,170000,125000
66,6,1,1,1,1,0,16,72,70600,16100
74,1,1,1,1,1,0,21,75,229200,99500
51,6,1,1,1,1,0,9,85,43800,1800
99,2,5,1,1,1,0,16,24,112000,40000
57,1,1,1,2,1,0,23,57,841000,70000
52,6,5,1,2,2,15,16,19,-60000,2400
91,1,1,1,2,1,0,14,37,73000,8000
71,1,1,1,2,1,0,16,63,55000,36400
44,1,5,1,1,1,0,19,58,32800,-8000
164,1,1,1,2,1,0,19,37,161000,91000
157,1,5,1,1,2,13,14,17,106400,2000
96,1,3,1,1,1,0,16,40,50000,50000
53,6,5,1,1,2,15,16,18,197000,0
136,1,1,1,2,1,0,16,53,100910,25000
106,0,5,1,1,2,10,11,14,58000,-19999
61,6,5,1,1,1,0,16,26,133530,18600
119,6,1,1,1,1,0,20,38,94000,20000
63,1,5,3,2,1,0,21,31,181000,181000
48,1,3,1,1,1,0,17,70,75000,31000
171,0,5,1,2,2,10,11,14,167200,-19999
59,6,1,1,1,1,0,18,78,154600,55600
65,1,1,1,2,1,0,16,48,93000,50000
60,6,5,3,2,2,15,18,19,-60000,3000
57,6,5,1,2,1,0,16,68,45400,45400
78,1,3,1,1,1,0,21,52,160100,117100
51,6,5,1,2,3,15,19,21,-60000,0
33,6,3,1,2,1,0,15,81,118300,118300
62,6,2,3,2,1,0,16,81,-60000,17000
76,0,5,1,2,2,2,2,5,162500,-19999
109,1,1,1,2,1,0,21,33,194000,30000
80,1,1,1,1,1,0,18,72,155500,149500
318,0,5,1,1,1,0,1,5,262000,-19999
451,6,1,1,2,1,0,22,90,145100,120800
48,6,1,1,2,1,0,16,37,22000,0
66,1,1,1,1,1,0,20,61,117000,80000
437,1,1,1,1,1,0,22,52,96000,96000
28,6,5,1,2,1,0,21,71,50700,50700
39,1,1,1,1,1,0,22,34,263000,170000
54,6,1,1,1,1,0,21,66,106000,94600
72,0,5,1,1,2,1,1,3,155000,-19999
55,6,5,1,1,2,12,12,17,106300,0
48,0,5,1,2,2,12,12,15,189000,0
61,6,1,1,2,1,0,16,75,67510,24100
53,6,5,1,1,2,15,16,19,112000,0
38,6,1,1,1,1,0,19,72,111950,53750
141,1,1,3,1,1,0,20,55,84800,47800
43,0,5,1,1,2,5,5,9,33000,-19999
12,6,5,1,1,1,0,16,70,13100,11500
42,1,3,1,2,1,0,21,41,154000,152000
195,1,5,1,2,1,0,21,27,56400,25600
37,1,4,1,1,2,15,19,65,99500,36500
80,1,5,3,2,1,0,22,35,50000,50000
18,6,5,3,1,1,0,13,61,38400,0
190,0,5,0,1,0,0,0,0,100000,-19999
69,1,5,1,1,1,0,19,35,153500,80000
63,6,1,1,2,1,0,16,79,64700,14300
55,6,1,1,1,1,0,20,80,79100,63100
18,1,1,1,1,1,0,18,62,101400,65000
164,1,2,1,2,1,0,21,58,95000,50000
193,1,1,3,1,1,0,19,65,90530,40000
66,1,1,1,1,1,0,18,30,149600,30000
78,6,1,1,2,1,0,22,63,51500,13300
55,1,5,1,2,1,0,22,32,79000,79000
103,6,2,1,2,1,0,19,83,31600,31600
72,6,1,1,2,1,0,16,34,120000,0
68,6,5,1,2,2,15,19,20,-60000,0
201,0,5,1,2,1,0,2,5,160000,-19999
71,1,5,1,1,1,0,19,42,64000,64000
15,1,1,1,1,1,0,19,54,85000,50000
292,1,1,1,2,1,0,20,51,223000,113000
53,1,1,1,1,1,0,16,58,61800,31000
110,2,5,1,1,1,0,21,26,266200,22000
57,6,1,2,2,1,0,21,46,0,0
62,1,1,1,2,1,0,20,60,137600,67700
304,1,1,1,1,1,0,21,61,114000,62000
76,0,5,3,1,2,9,9,13,35000,-19999
163,0,5,1,1,1,0,1,3,48000,-19999
38,1,5,1,1,1,0,18,47,54000,54000
66,3,1,3,2,1,0,19,31,-60000,7500
74,6,1,1,1,1,0,16,70,96800,82600
122,1,1,1,2,1,0,16,53,100000,40000
216,6,5,1,2,1,0,20,22,60000,15000
78,0,5,1,2,2,3,4,7,55000,-19999
13,6,5,1,1,1,0,16,38,68800,10800
68,6,5,1,1,3,15,19,24,121900,5000
24,1,1,1,1,1,0,19,72,63300,55300
74,6,5,3,2,2,13,13,16,116000,0
55,1,1,1,2,1,0,22,27,150000,60000
197,6,1,1,2,1,0,18,85,50500,31300
89,6,1,1,1,1,0,21,63,87400,87400
56,1,1,1,1,1,0,20,41,93600,86000
51,1,1,1,2,1,0,16,45,55000,26300
51,6,2,1,2,1,0,12,71,82040,21200
36,6,5,3,2,1,0,19,27,-60000,0
56,6,3,1,2,1,0,20,74,0,0
119,6,1,1,1,1,0,21,91,2000,2000
143,6,1,1,2,1,0,19,65,26000,12000
18,0,5,0,2,0,0,0,0,112000,-19999
218,6,2,1,2,1,0,21,79,50400,50400
144,1,1,1,2,1,0,16,49,109900,45900
40,1,5,1,2,1,0,23,36,43140,43000
55,6,1,1,1,1,0,16,79,56200,39200
75,1,5,3,2,1,0,16,53,93700,43700
14,1,1,1,1,1,0,16,48,109700,72000
22,0,5,1,2,2,11,11,15,71800,0
109,1,1,1,1,1,0,19,51,60000,12000
103,1,1,1,2,1,0,21,65,273000,50000
24,1,1,1,1,1,0,21,38,135600,90000
84,0,5,1,1,2,9,9,12,291900,-19999
64,1,2,1,2,1,0,18,66,43500,41000
113,6,5,1,1,1,0,6,51,0,0
56,6,1,1,2,1,0,22,43,166000,0
23,1,5,3,1,1,0,17,20,79200,12000
38,1,5,1,1,1,0,16,22,134900,5900
65,1,1,1,1,1,0,23,63,320000,260000
51,1,1,1,1,1,0,16,60,22800,22800
47,1,1,1,2,1,0,23,52,326500,86500
207,1,1,1,1,1,0,16,39,154200,80000
78,1,1,1,2,1,0,16,65,115000,60000
72,1,1,1,1,1,0,8,67,211000,50000
260,1,3,1,2,1,0,20,36,125000,55000
226,1,1,1,2,1,0,20,43,65000,41000
255,6,5,1,2,1,0,24,31,28000,28000
231,1,1,3,2,1,0,20,28,332400,30200
69,0,5,1,1,3,4,5,8,285020,-19999
479,4,1,1,1,2,15,20,43,97000,60000
77,0,5,1,1,3,4,4,8,355300,-19999
62,6,1,1,1,1,0,22,94,195000,39000
133,6,1,1,1,1,0,17,95,52400,28800
87,6,1,1,2,1,0,19,67,93600,18000
140,0,5,3,2,2,8,9,13,1200,-19999
13,6,5,1,2,1,0,15,21,-60000,0
148,6,3,1,2,1,0,16,77,60250,30900
56,6,1,3,1,1,0,18,62,100000,76000
215,0,5,1,1,2,12,12,15,49400,0
90,6,1,3,1,1,0,20,77,3300,3300
26,6,5,1,2,2,15,19,19,-60000,0
38,6,1,1,2,1,0,1,76,8700,0
56,6,1,1,1,1,0,20,79,99000,89400
377,1,5,1,2,1,0,16,25,141000,96000
46,6,1,1,2,3,16,23,50,72600,16600
95,6,1,1,2,1,0,21,59,251700,70200
52,1,1,1,1,1,0,21,36,277400,146200
110,0,5,1,2,2,10,10,14,94000,-19999
153,1,5,1,1,1,0,16,52,41500,41500
98,1,5,1,1,1,0,21,34,179290,32100
53,6,5,1,1,2,15,19,18,-60000,0
41,0,5,1,1,1,0,1,3,104200,-19999
33,1,5,1,2,1,0,21,30,98850,2250
57,0,5,1,1,2,5,5,7,50000,-19999
53,1,1,1,2,1,0,16,50,65000,5000
50,6,5,1,1,1,0,17,33,-60000,3200
69,6,1,1,2,1,0,21,72,132100,21300
47,6,2,1,2,1,0,19,87,-60000,0
75,6,3,1,1,1,0,22,68,74000,74000
102,1,3,3,2,1,0,18,55,177550,145350
89,0,5,1,2,1,0,1,4,321000,-19999
48,1,5,1,1,1,0,20,20,153800,40000
402,1,1,1,1,1,0,9,59,28000,28000
13,0,5,1,2,1,0,1,3,48000,-19999
36,6,1,1,2,1,0,19,49,480000,0
87,0,5,1,1,2,7,7,11,196000,-19999
324,1,5,1,2,3,15,18,20,142500,15000
115,0,5,1,2,0,0,0,2,80200,-19999
115,6,1,1,2,1,0,15,43,76500,0
103,0,5,1,2,2,4,5,7,245000,-19999
86,0,5,1,1,2,3,4,7,200000,-19999
114,1,1,1,2,1,0,19,42,123000,22000
59,1,1,1,2,1,0,21,46,185400,5000
27,6,1,1,2,1,0,16,61,70000,0
81,0,5,1,2,0,0,0,2,99300,-19999
156,0,5,1,2,3,8,9,12,80000,-19999
35,1,3,1,2,1,0,19,57,120800,38000
78,6,1,1,2,1,0,16,80,20800,0
31,6,1,3,2,1,0,13,68,0,0
30,1,1,1,2,1,0,22,26,424100,92000
76,6,3,3,1,1,0,17,48,-60000,0
58,6,1,1,1,1,0,16,69,33300,16500
359,1,5,1,2,1,0,18,21,27000,27000
42,1,1,1,1,1,0,12,45,135000,135000
83,1,5,1,1,1,0,18,30,123500,20000
143,0,5,1,2,2,8,8,12,163000,-19999
82,6,3,1,1,1,0,14,91,20900,20900
84,6,1,1,2,1,0,19,62,79000,0
99,6,1,1,1,1,0,21,65,131600,26600
54,1,3,1,2,1,0,20,68,58930,58930
70,1,1,1,1,1,0,21,41,60000,60000
18,6,1,1,1,1,0,16,76,67290,53690
78,6,5,1,2,2,13,14,17,102300,0
21,0,5,1,2,2,1,1,5,125000,-19999
50,6,3,3,2,1,0,17,81,13100,9900
11,6,5,1,2,1,0,16,70,-60000,19400
12,6,3,1,1,1,0,22,71,44700,44700
40,6,3,1,2,1,0,16,78,113900,0
31,1,1,1,2,1,0,20,52,118000,48000
54,6,1,1,2,1,0,21,62,173240,110
54,1,1,1,2,1,0,16,47,127000,57000
73,6,1,1,1,1,0,21,62,57700,0
274,1,5,1,1,2,14,16,18,140030,8000
25,1,1,1,2,1,0,21,34,162000,117000
81,1,3,1,1,1,0,16,54,78200,36500
42,6,1,1,1,1,0,21,66,371000,351000
11,6,5,3,1,1,0,13,34,-60000,0
161,1,1,1,1,1,0,16,52,149000,50000
89,6,1,1,2,1,0,21,68,104040,52020
47,1,1,1,1,1,0,19,59,244000,75000
13,1,1,1,2,1,0,16,62,140200,50000
4,6,5,1,1,1,0,1,48,-60000,9900
140,0,5,1,1,2,10,10,14,55000,-19999
27,1,5,1,2,1,0,21,36,125000,50000
59,6,1,1,2,1,0,21,32,100400,0
62,1,1,1,2,1,0,22,56,177080,80500
40,1,1,1,1,1,0,22,63,335000,275000
40,0,5,3,2,2,9,10,12,60000,-19999
141,1,1,1,1,1,0,16,33,115000,55000
108,0,5,1,1,2,3,3,7,13030,-19999
92,1,3,1,2,1,0,20,68,80000,80000
53,1,3,1,1,1,0,19,57,880000,770000
47,0,5,1,2,2,4,4,7,49000,-19999
51,6,1,1,1,1,0,16,78,63100,12000
26,1,5,1,2,2,15,18,21,59400,14400
79,1,3,3,2,1,0,19,48,183900,38600
30,6,1,1,1,1,0,16,84,79300,23000
101,6,2,1,2,1,0,24,79,212000,212000
92,1,1,1,2,1,0,18,62,213750,73000
27,1,3,3,1,1,0,19,32,89000,89000
72,6,2,1,2,1,0,21,62,46000,46000
77,6,1,1,1,1,0,7,76,176200,12200
117,1,1,1,2,1,0,22,26,110000,55000
200,1,5,1,2,3,14,15,16,82500,500
84,6,1,1,2,1,0,18,64,133900,4500
538,1,5,1,2,1,0,16,22,24000,24000
44,6,2,1,2,1,0,16,94,36700,36700
112,6,5,1,1,2,15,19,23,97100,0
321,1,5,1,2,1,0,24,47,56000,56000
21,1,1,1,2,1,0,16,57,178000,58000
77,1,3,1,1,1,0,19,33,65000,65000
90,1,3,1,1,1,0,16,50,209000,195000
226,1,1,1,1,1,0,21,50,328000,198000
86,1,5,1,1,1,0,16,64,87000,87000
95,1,1,1,1,2,15,20,37,40000,40000
44,6,5,1,1,1,0,17,36,-60000,0
71,0,5,1,2,2,9,9,13,98800,-19999
79,1,5,1,2,1,0,21,23,143100,68000
148,1,1,1,1,1,0,21,59,285000,75000
52,6,1,1,1,1,0,13,82,52200,39100
11,6,1,1,1,1,0,21,70,168300,113100
120,1,1,1,1,1,0,22,61,240600,231000
175,1,5,1,1,1,0,16,34,79000,55000
101,1,5,1,1,2,15,16,20,76200,1200
98,6,3,1,2,1,0,16,51,41800,15000
27,6,1,1,2,1,0,21,66,26300,4500
75,0,5,1,1,2,1,2,5,91000,-19999
92,6,2,1,2,1,0,12,95,-60000,14400
66,6,1,1,2,1,0,21,67,219500,2500
238,6,1,1,2,1,0,16,80,17200,4800
61,0,5,1,2,3,9,9,12,304700,-19999
224,3,5,1,1,1,0,16,42,135400,-7300
68,1,1,1,1,1,0,19,45,112000,70000
28,6,2,1,2,1,0,15,78,29900,13100
87,1,3,1,1,1,0,20,49,14900,11400
76,1,1,1,1,1,0,18,48,212050,98050
63,1,1,1,1,1,0,24,37,323000,243000
107,1,5,1,2,1,0,21,25,281700,29700
116,0,5,1,1,2,9,10,12,66000,-19999
105,6,2,1,2,1,0,19,82,35800,35800
187,6,1,1,2,1,0,16,45,101000,0
78,0,5,3,1,2,9,9,12,16600,-19999
76,1,5,1,2,1,0,21,34,92060,42000
128,6,1,1,2,1,0,19,28,80000,0
95,6,1,1,2,1,0,16,67,47990,15790
202,6,5,1,2,1,0,16,65,11020,11020
270,1,5,3,2,1,0,18,27,69000,39000
97,1,5,1,2,1,0,21,26,65000,30000
69,6,5,1,2,1,0,16,50,32000,14000
256,0,5,1,2,3,8,8,12,509500,-19999
119,6,5,1,2,2,12,13,16,73500,0
54,1,5,1,2,1,0,22,26,78000,78000
124,1,4,1,1,1,0,22,61,300000,300000
432,0,5,1,1,2,7,7,11,29700,-19999
63,6,5,1,2,3,14,14,19,44690,0
32,6,1,1,2,1,0,16,64,41100,3200
14,1,1,1,2,1,0,19,33,82700,13000
50,1,1,1,1,1,0,1,44,48800,42800
48,1,1,1,1,1,0,21,76,488000,459000
52,0,5,1,1,2,8,8,12,85000,-19999
311,0,5,3,1,2,7,7,11,128000,-19999
81,6,1,1,2,1,0,20,63,31000,0
112,1,1,3,1,1,0,21,30,155000,80000
192,1,1,1,1,1,0,18,60,133000,80000
316,6,1,1,1,1,0,22,63,171200,21600
14,1,1,1,1,1,0,18,45,172000,70000
71,6,5,1,2,2,13,14,17,156000,0
187,1,1,1,2,1,0,21,54,140500,50000
14,6,1,1,2,1,0,21,76,101000,71000
120,0,5,1,1,2,12,13,15,192500,0
49,1,1,1,2,1,0,19,33,157800,105000
227,3,5,1,1,1,0,12,38,117700,6100
169,0,5,3,2,2,3,4,6,43000,-19999
41,6,1,1,2,1,0,16,87,66910,11800
12,1,1,3,2,1,0,19,25,55000,25000
22,6,1,1,2,3,16,23,86,47100,9600
175,1,5,1,2,1,0,16,66,42100,25000
26,6,1,1,1,1,0,17,41,134500,0
293,6,5,1,1,1,0,19,70,20400,20400
71,6,1,1,1,1,0,13,77,105700,55300
67,1,1,1,2,1,0,22,44,140500,40500
125,1,3,1,2,1,0,16,29,69500,45000
55,6,5,1,2,1,0,21,34,300000,0
